,Unnamed: 0.1,Unnamed: 0,country,description,designation,points,price,province,taster_name,title,variety,winery
19092,19092,19093,Portugal,"This Port was rescueda from the darkest recesses of the Graham cellars and bottled to commemorate Queen Elizabeth's 90th birthday. It is impressively youthful even hinting at fruit. Of course, the concentration is intense and the richness is gorgeous. At the end, the acidity of a mature wine gives a shot of essential freshness. Drink now.",90-year Old Tawny,97,1000,Port,Roger Voss,W. & J. Graham's NV 90-year Old Tawny  (Port),Port,W. & J. Graham's
